from_stop_id,to_stop_id,transfer_type,from_trip_id,to_trip_id
U2109Z1,U2109Z2,1,452_79_180602,332_52_180501
U2109Z1,U2109Z2,1,452_61_180527,332_52_180501
U2109Z1,U2109Z2,1,452_83_180602,332_109_180501
U2109Z1,U2109Z2,1,452_90_180602,332_67_180501
U2109Z1,U2109Z2,1,452_77_180602,332_128_180501
U2109Z1,U2109Z2,1,452_85_180602,332_85_180501
U2109Z1,U2109Z2,1,452_92_180602,332_129_180501
U1330Z2,U1330Z2,1,337_76_180604,334_1_180430
U1330Z2,U1330Z2,1,339_52_180528,334_3_180430
U1564Z1,U1564Z1,1,339_53_180604,335_73_180604
U1564Z1,U1564Z1,1,339_58_180528,335_76_180604
U1564Z1,U1564Z1,1,339_53_180604,335_31_180611
U1564Z1,U1564Z1,1,339_58_180528,335_35_180611
U1564Z1,U1564Z1,1,444_112_180604,337_7_180430
U1564Z1,U1564Z1,1,444_111_180604,337_16_180430
U1564Z1,U1564Z1,1,444_39_180430,337_31_180430
U1546Z2,U1546Z2,1,337_94_180609,337_87_180609
U1546Z2,U1546Z2,1,337_96_180609,337_90_180609
U1546Z2,U1546Z2,1,337_98_180609,337_92_180609
U1546Z1,U1546Z1,1,337_86_180609,337_93_180609
U1546Z1,U1546Z1,1,337_89_180609,337_95_180609
U1546Z1,U1546Z1,1,337_91_180609,337_97_180609
U1330Z1,U1330Z1,1,334_6_180430,339_43_180604
U1330Z1,U1330Z1,1,334_4_180430,339_46_180604
U1793Z5,U1793Z1,1,467_112_180530,349_15_180430
U1690Z1,U1690Z1,1,316_41_180430,350_5_180430
U1690Z2,U1690Z2,1,316_42_180430,350_6_180430
U1690Z1,U1690Z1,1,316_43_180430,350_7_180430
U1690Z2,U1690Z2,1,316_44_180430,350_8_180430
U1690Z1,U1690Z1,1,316_8_180430,350_9_180608
U2094Z2,U2094Z2,1,624_10_180608,350_10_180608
U1690Z1,U1690Z1,1,316_83_180430,350_11_180608
U2094Z2,U2094Z2,1,624_28_180608,350_12_180608
U1690Z1,U1690Z1,1,316_87_180430,350_13_180608
U1690Z1,U1690Z1,1,316_16_180430,350_15_180608
U1690Z1,U1690Z1,1,316_103_180430,350_22_180608
U2094Z2,U2094Z2,1,624_8_180608,350_23_180608
U1690Z2,U1690Z2,1,316_60_180430,350_23_180608
U1690Z1,U1690Z1,1,316_61_180430,350_24_180608
U2094Z2,U2094Z2,1,624_12_180608,350_25_180608
U1690Z1,U1690Z1,1,316_65_180430,350_26_180608
U2094Z2,U2094Z2,1,624_30_180608,350_27_180608
U1690Z1,U1690Z1,1,316_93_180430,350_28_180430
U2094Z2,U2094Z2,1,624_4_180608,350_34_180608
U1690Z2,U1690Z2,1,316_23_180430,350_34_180608
U1690Z2,U1690Z2,1,316_109_180430,350_38_180430
U2094Z2,U2094Z2,1,624_22_180608,350_42_180608
U1690Z2,U1690Z2,1,316_3_180430,350_42_180608
U2094Z2,U2094Z2,1,624_26_180608,350_44_180608
U1690Z1,U1690Z1,1,316_49_180430,350_45_180608
U2094Z2,U2094Z2,1,624_2_180608,350_50_180608
U1690Z1,U1690Z1,1,316_79_180430,350_51_180608
U2094Z2,U2094Z2,1,624_6_180608,350_52_180608
U1690Z2,U1690Z2,1,316_104_180430,350_52_180608
U1690Z1,U1690Z1,1,316_105_180430,350_53_180608
U2094Z2,U2094Z2,1,624_24_180608,350_54_180608
U1690Z2,U1690Z2,1,316_9_180430,350_54_180608
U1690Z2,U1690Z2,1,316_48_180430,350_56_180430
U1308Z1,U1308Z1,1,348_1_180430,368_1_180501
U1308Z1,U1308Z1,1,348_15_180430,368_20_180430
U1308Z1,U1308Z1,1,348_31_180430,368_22_180430
U1308Z1,U1308Z1,1,348_17_180430,368_24_180430
U1308Z1,U1308Z1,1,348_33_180430,368_26_180430
U1308Z1,U1308Z1,1,348_165_180501,368_67_180501
U1308Z1,U1308Z1,1,348_167_180501,368_69_180501
U1308Z1,U1308Z1,1,348_141_180501,368_71_180501
U1308Z1,U1308Z1,1,348_132_180501,368_73_180501
U1308Z1,U1308Z1,1,348_155_180501,368_75_180501
U1308Z1,U1308Z1,1,348_145_180501,368_77_180501
U1308Z1,U1308Z1,1,348_157_180501,368_79_180501
U1308Z1,U1308Z1,1,348_147_180501,368_81_180501
U1308Z1,U1308Z1,1,348_159_180501,368_83_180501
U1308Z1,U1308Z1,1,348_149_180501,368_85_180501
U1308Z1,U1308Z1,1,348_161_180501,368_87_180501
U1308Z1,U1308Z1,1,348_15_180430,368_20_180501
U1308Z1,U1308Z1,1,348_17_180430,368_24_180501
U1308Z1,U1308Z1,1,348_1_180430,368_1_180430
U2222Z1,U2222Z1,1,373_80_180501,370_106_180501
U2016Z1,U2016Z2,1,652_3_180525,381_47_180502
U2016Z1,U2016Z2,1,652_11_180430,381_23_180430
U2008Z2,U2008Z2,1,382_41_180512,381_35_180430
U2008Z4,U2008Z1,1,489_42_180609,381_55_180505
U2020Z1,U2020Z1,1,492_18_180514,382_4_180430
U2020Z2,U2020Z2,1,492_15_180514,382_5_180430
U2020Z1,U2020Z1,1,492_12_180430,382_6_180430
U2020Z2,U2020Z2,1,492_13_180430,382_7_180430
U2020Z1,U2020Z1,1,492_11_180430,382_8_180430
U2020Z1,U2020Z1,1,492_9_180430,382_10_180430
U2020Z2,U2020Z2,1,492_2_180514,382_11_180430
U2026Z1,U2026Z1,1,490_8_180430,382_13_180430
U2020Z2,U2020Z2,1,492_21_180430,382_14_180430
U2020Z1,U2020Z1,1,492_16_180514,382_17_180514
U2026Z1,U2026Z1,1,490_2_180604,382_17_180514
U2020Z2,U2020Z2,1,492_7_180514,382_20_180514
U2008Z4,U2008Z2,1,489_1_180430,382_20_180514
U2020Z1,U2020Z1,1,492_1_180514,382_23_180514
U2020Z2,U2020Z2,1,492_4_180514,382_25_180514
U2020Z1,U2020Z1,1,492_5_180514,382_26_180514
U2020Z2,U2020Z2,1,492_10_180430,382_36_180514
U2020Z2,U2020Z2,1,492_6_180514,382_39_180430
U2026Z1,U2026Z1,1,490_20_180604,382_40_180430
U2020Z1,U2020Z1,1,492_26_180501,382_45_180501
U2020Z2,U2020Z2,1,492_28_180505,382_53_180505
U2020Z1,U2020Z1,1,492_23_180505,382_55_180505
U2020Z2,U2020Z2,1,492_24_180501,382_48_180501
U2020Z1,U2020Z1,1,492_25_180501,382_17_180505
U2020Z2,U2020Z2,1,492_17_180501,382_44_180505
U2020Z1,U2020Z1,1,492_25_180501,382_17_180501
U2020Z2,U2020Z2,1,492_17_180501,382_44_180501
U2020Z2,U2020Z2,1,492_27_180501,382_47_180501
U2046Z1,U2046Z2,1,653_6_180430,383_12_180430
U2046Z2,U2046Z2,1,490_13_180604,383_14_180430
U2036Z2,U2036Z2,1,489_1_180430,383_26_180430
U2008Z1,U2008Z3,1,387_9_180430,383_38_180430
U2370Z1,U2370Z1,1,380_3_180509,384_2_180430
U1884Z2,U1884Z2,1,494_43_180604,385_2_180430
U1978Z2,U1978Z2,1,654_18_180430,387_21_180430
U2016Z1,U2016Z2,1,652_7_180430,387_33_180430
U1978Z2,U1978Z2,1,654_21_180505,387_62_180505
U2016Z2,U2016Z2,1,654_20_180501,387_54_180501
U454Z301,U454Z2,1,1301_32_180430,391_6_180430
U454Z301,U454Z2,1,1301_7_180430,391_8_180430
U1610Z301,U1610Z2,1,1301_36_180430,391_9_180430
U454Z301,U454Z2,1,1301_9_180430,391_10_180430
U1610Z301,U1610Z2,1,1301_38_180430,391_11_180430
U454Z301,U454Z2,1,1301_11_180430,391_12_180430
U1610Z301,U1610Z2,1,1301_51_180430,391_13_180430
U454Z301,U454Z2,1,1301_63_180430,391_17_180430
U1610Z301,U1610Z2,1,1301_40_180430,391_18_180430
U454Z301,U454Z2,1,1301_44_180430,391_19_180430
U454Z301,U454Z2,1,1301_36_180430,391_22_180430
U1610Z301,U1610Z2,1,1301_76_180430,391_23_180430
U454Z301,U454Z2,1,1301_24_180430,391_24_180430
U1610Z301,U1610Z2,1,1301_78_180430,391_25_180430
U454Z301,U454Z2,1,1301_26_180430,391_26_180430
U1610Z301,U1610Z2,1,1301_80_180430,391_27_180430
U454Z301,U454Z2,1,1301_42_180430,391_28_180430
U454Z301,U454Z2,1,1301_65_180430,391_29_180430
U1610Z301,U1610Z2,1,1301_49_180430,391_32_180430
U454Z301,U454Z2,1,1301_85_180501,391_41_180501
U454Z301,U454Z2,1,1301_98_180501,391_43_180501
U454Z301,U454Z2,1,1301_44_180430,391_45_180501
U454Z301,U454Z2,1,1301_100_180501,391_45_180501
U1610Z301,U1610Z2,1,1301_15_180430,391_46_180611
U454Z301,U454Z2,1,1301_26_180430,391_26_180611
U1610Z301,U1610Z2,1,1301_80_180430,391_27_180611
U454Z301,U454Z2,1,1301_42_180430,391_28_180611
U1610Z301,U1610Z2,1,1301_67_180430,391_47_180611
U457Z301,U457Z1,1,1334_20_180430,396_6_180430
U457Z301,U457Z1,1,1334_22_180430,396_8_180430
U457Z301,U457Z1,1,1334_24_180430,396_10_180430
U457Z301,U457Z1,1,1334_26_180430,396_14_180430
U457Z301,U457Z1,1,1334_28_180430,396_16_180430
U457Z301,U457Z1,1,1334_14_180430,396_18_180430
U457Z301,U457Z1,1,1334_30_180430,396_20_180430
U457Z301,U457Z1,1,1334_6_180430,396_29_180430
U457Z301,U457Z1,1,1334_8_180430,396_31_180430
U457Z301,U457Z1,1,1334_10_180430,396_33_180430
U457Z301,U457Z1,1,1334_12_180430,396_35_180430
U1431Z3,U1431Z2,1,429_4_180430,398_1_180528
U1434Z1,U1434Z1,1,443_8_180430,398_2_180509
U1434Z1,U1434Z1,1,443_8_180611,398_2_180509
U1278Z3,U1278Z1,1,427_2_180514,398_4_180509
U1278Z32,U1278Z2,1,661_41_180528,398_5_180528
U1431Z3,U1431Z2,1,429_6_180430,398_9_180509
U1430Z4,U1430Z2,1,661_46_180528,398_9_180509
U1278Z32,U1278Z2,1,661_43_180528,398_11_180528
U1434Z1,U1434Z1,1,443_24_180430,398_23_180430
U1278Z32,U1278Z2,1,661_46_180528,398_24_180528
U1431Z3,U1431Z2,1,429_22_180430,398_30_180528
U1430Z4,U1430Z2,1,661_48_180528,398_37_180430
U1431Z3,U1431Z2,1,429_8_180430,398_41_180509
U1434Z1,U1434Z1,1,443_26_180430,398_42_180509
U1434Z1,U1434Z1,1,443_26_180611,398_42_180509
U1278Z3,U1278Z1,1,427_12_180514,398_44_180509
U1430Z4,U1430Z2,1,661_41_180528,398_45_180528
U1278Z32,U1278Z2,1,661_48_180528,398_53_180528
U1431Z3,U1431Z2,1,429_24_180430,398_55_180528
U1278Z32,U1278Z2,1,661_59_180528,398_59_180528
U1278Z32,U1278Z2,1,661_66_180602,398_5_180602
U1278Z32,U1278Z2,1,661_70_180602,398_30_180602
U1278Z32,U1278Z2,1,661_67_180602,398_77_180602
U1278Z32,U1278Z2,1,661_59_180602,398_59_180602
U1278Z32,U1278Z2,1,661_70_180602,398_30_180610
U1984Z2,U1984Z4,1,381_19_180430,421_1_180430
U1984Z2,U1984Z3,1,381_49_180502,421_2_180430
U1984Z1,U1984Z3,1,381_54_180501,421_2_180430
U1984Z2,U1984Z3,1,381_19_180430,421_3_180430
U1984Z2,U1984Z4,1,381_67_180502,421_4_180430
U1984Z2,U1984Z3,1,381_50_180502,421_6_180430
U1984Z1,U1984Z3,1,381_69_180502,421_6_180430
U1984Z2,U1984Z4,1,381_70_180502,421_7_180430
U1984Z1,U1984Z4,1,381_55_180502,421_7_180430
U1984Z2,U1984Z3,1,381_56_180502,421_8_180430
U1984Z2,U1984Z4,1,381_52_180501,421_9_180430
U1984Z1,U1984Z4,1,381_63_180501,421_9_180430
U1984Z2,U1984Z3,1,381_64_180501,421_10_180430
U1984Z1,U1984Z3,1,381_59_180501,421_10_180430
U1984Z2,U1984Z4,1,381_60_180501,421_11_180430
U1984Z1,U1984Z4,1,381_48_180502,421_11_180430
U1984Z2,U1984Z3,1,381_65_180502,421_13_180430
U1984Z1,U1984Z4,1,381_69_180502,421_14_180430
U1984Z2,U1984Z4,1,381_50_180502,421_14_180430
U1984Z2,U1984Z3,1,381_52_180501,421_15_180430
U1984Z2,U1984Z4,1,381_64_180501,421_16_180430
U1984Z1,U1984Z4,1,381_59_180501,421_16_180430
U1984Z2,U1984Z4,1,381_65_180502,421_18_180430
U1984Z2,U1984Z3,1,381_47_180502,421_19_180430
U1984Z1,U1984Z3,1,381_57_180501,421_19_180430
U1984Z2,U1984Z4,1,381_56_180502,421_20_180430
U1984Z1,U1984Z4,1,381_51_180501,421_20_180430
U1984Z2,U1984Z3,1,381_58_180501,421_21_180430
U1984Z2,U1984Z4,1,381_74_180502,421_22_180430
U1984Z1,U1984Z4,1,381_66_180502,421_22_180430
U1984Z2,U1984Z4,1,381_58_180501,421_24_180430
U1984Z1,U1984Z4,1,381_73_180502,421_24_180430
U1984Z2,U1984Z3,1,381_70_180502,421_25_180430
U1984Z1,U1984Z3,1,381_55_180502,421_25_180430
U1984Z2,U1984Z4,1,381_47_180502,421_26_180430
U1984Z1,U1984Z4,1,381_57_180501,421_26_180430
U1984Z2,U1984Z1,1,381_72_180502,421_27_180430
U1984Z2,U1984Z3,1,381_60_180501,421_28_180430
U1984Z1,U1984Z3,1,381_48_180502,421_28_180430
U1984Z2,U1984Z4,1,381_50_180501,421_32_180501
U1984Z1,U1984Z3,1,381_55_180505,421_33_180505
U1984Z1,U1984Z4,1,381_57_180501,421_34_180501
U1984Z2,U1984Z4,1,381_47_180501,421_34_180501
U1984Z1,U1984Z3,1,381_59_180505,421_35_180505
U1984Z1,U1984Z4,1,381_48_180501,421_11_180501
U1984Z2,U1984Z4,1,381_60_180501,421_11_180501
U1984Z2,U1984Z4,1,381_60_180505,421_11_180501
U1984Z1,U1984Z3,1,381_51_180501,421_40_180505
U1984Z1,U1984Z4,1,381_63_180501,421_41_180501
U1984Z2,U1984Z4,1,381_52_180501,421_41_180501
U1984Z1,U1984Z3,1,381_55_180501,421_33_180501
U1984Z2,U1984Z3,1,381_61_180501,421_33_180501
U1984Z1,U1984Z3,1,381_59_180501,421_35_180501
U1984Z2,U1984Z3,1,381_64_180501,421_35_180501
U1984Z1,U1984Z3,1,381_63_180501,421_37_180501
U1984Z2,U1984Z3,1,381_52_180501,421_37_180501
U1984Z1,U1984Z4,1,381_59_180501,421_38_180501
U1984Z2,U1984Z4,1,381_64_180501,421_38_180501
U1984Z1,U1984Z3,1,381_48_180501,421_39_180501
U1984Z2,U1984Z3,1,381_60_180501,421_39_180501
U1984Z1,U1984Z3,1,381_51_180501,421_40_180501
U1984Z2,U1984Z3,1,381_56_180501,421_40_180501
U2269Z301,U2269Z1,1,1301_61_180430,422_1_180430
U2269Z301,U2269Z1,1,1301_78_180430,422_2_180430
U2269Z301,U2269Z1,1,1301_5_180430,422_3_180430
U2300Z1,U2300Z1,1,422_8_180430,422_6_180430
U2269Z301,U2269Z1,1,1301_20_180430,422_8_180430
U2269Z301,U2269Z1,1,1301_49_180430,422_10_180604
U2269Z301,U2269Z1,1,1301_85_180501,422_10_180604
U2300Z1,U2300Z1,1,422_35_180430,422_14_180430
U2300Z1,U2300Z2,1,424_2_180430,422_18_180430
U2269Z301,U2269Z1,1,1301_51_180430,422_21_180430
U2269Z301,U2269Z1,1,1301_40_180430,422_32_180430
U2269Z301,U2269Z1,1,1301_47_180430,422_37_180609
U2269Z301,U2269Z1,1,1301_74_180430,422_39_180609
U2070Z2,U2070Z2,1,491_3_180509,423_1_180530
U1610Z301,U1610Z2,1,1301_47_180430,423_5_180530
U2070Z2,U2070Z2,1,491_4_180509,423_6_180530
U1610Z301,U1610Z2,1,1301_72_180430,423_7_180530
U1610Z301,U1610Z2,1,1301_74_180430,423_9_180530
U1610Z301,U1610Z2,1,1301_76_180430,423_11_180530
U1610Z301,U1610Z2,1,1301_49_180430,423_13_180530
U1610Z301,U1610Z2,1,1301_51_180430,423_15_180530
U1610Z301,U1610Z2,1,1301_80_180430,423_16_180530
U1610Z301,U1610Z2,1,1301_30_180430,423_19_180530
U1610Z301,U1610Z2,1,1301_32_180430,423_23_180530
U1610Z301,U1610Z2,1,1301_34_180430,423_25_180530
U1610Z301,U1610Z2,1,1301_36_180430,423_27_180530
U1610Z301,U1610Z2,1,1301_38_180430,423_29_180530
U1610Z301,U1610Z2,1,1301_78_180430,423_31_180530
U1610Z301,U1610Z2,1,1301_40_180430,423_32_180530
U1610Z301,U1610Z2,1,1301_42_180430,423_35_180530
U1610Z301,U1610Z2,1,1301_28_180430,423_36_180530
U1610Z301,U1610Z2,1,1301_45_180430,423_38_180530
U1610Z301,U1610Z2,1,1301_9_180430,423_41_180530
U1610Z301,U1610Z2,1,1301_63_180430,423_43_180530
U1610Z301,U1610Z2,1,1301_24_180430,423_45_180530
U1610Z301,U1610Z2,1,1301_11_180430,423_47_180530
U2070Z2,U2070Z2,1,491_3_180509,423_1_180611
U1610Z301,U1610Z2,1,1301_47_180430,423_5_180611
U2070Z2,U2070Z2,1,491_4_180509,423_6_180611
U1610Z301,U1610Z2,1,1301_72_180430,423_7_180611
U1610Z301,U1610Z2,1,1301_74_180430,423_9_180611
U1610Z301,U1610Z2,1,1301_76_180430,423_11_180611
U1610Z301,U1610Z2,1,1301_49_180430,423_13_180611
U1610Z301,U1610Z2,1,1301_51_180430,423_15_180611
U1610Z301,U1610Z2,1,1301_80_180430,423_16_180611
U1610Z301,U1610Z2,1,1301_30_180430,423_19_180611
U1610Z301,U1610Z2,1,1301_32_180430,423_23_180611
U1610Z301,U1610Z2,1,1301_34_180430,423_25_180611
U1610Z301,U1610Z2,1,1301_36_180430,423_27_180611
U1610Z301,U1610Z2,1,1301_38_180430,423_29_180611
U1610Z301,U1610Z2,1,1301_78_180430,423_31_180611
U1610Z301,U1610Z2,1,1301_40_180430,423_32_180611
U1610Z301,U1610Z2,1,1301_42_180430,423_35_180611
U1610Z301,U1610Z2,1,1301_28_180430,423_36_180611
U1610Z301,U1610Z2,1,1301_45_180430,423_38_180611
U1610Z301,U1610Z2,1,1301_9_180430,423_41_180611
U1610Z301,U1610Z2,1,1301_63_180430,423_43_180611
U1610Z301,U1610Z2,1,1301_24_180430,423_45_180611
U1610Z301,U1610Z2,1,1301_11_180430,423_47_180611
U4992Z2,U4992Z2,1,421_8_180430,424_14_180430
U4992Z2,U4992Z2,1,421_15_180430,424_15_180430
U2269Z301,U2269Z6,1,1307_99_180430,426_4_180430
U2269Z301,U2269Z4,1,1301_49_180430,426_5_180430
U2269Z301,U2269Z6,1,1307_89_180430,426_9_180430
U2269Z301,U2269Z6,1,1307_96_180430,426_13_180430
U2424Z301,U2424Z1,1,1301_32_180430,426_13_180430
U1450Z301,U1450Z1,1,1301_20_180430,426_15_180430
U2269Z301,U2269Z4,1,1307_122_180430,426_17_180430
U2269Z301,U2269Z6,1,1307_131_180430,426_18_180430
U2269Z301,U2269Z4,1,1301_40_180430,426_19_180430
U1278Z2,U1278Z2,1,398_5_180528,427_10_180514
U1431Z1,U1431Z2,1,398_54_180509,429_15_180430
U1431Z1,U1431Z2,1,398_29_180509,429_17_180430
U1431Z1,U1431Z2,1,398_52_180509,429_19_180430
U1431Z1,U1431Z2,1,398_18_180509,429_21_180430
U1431Z1,U1431Z3,1,398_14_180509,429_23_180430
U1431Z1,U1431Z3,1,398_34_180509,429_25_180430
U1496Z301,U1496Z1,1,1322_45_180430,432_8_180430
U2432Z301,U2432Z1,1,1309_32_180430,432_9_180430
U1496Z301,U1496Z1,1,1322_80_180430,432_10_180430
U1496Z301,U1496Z1,1,1322_17_180430,432_12_180514
U1496Z301,U1496Z1,1,1322_5_180430,432_18_180430
U1496Z301,U1496Z2,1,1322_76_180430,432_19_180430
U1496Z301,U1496Z1,1,1322_70_180430,432_20_180430
U1496Z301,U1496Z2,1,1322_31_180430,432_21_180430
U1496Z301,U1496Z1,1,1322_43_180430,432_22_180430
U2432Z301,U2432Z1,1,1309_7_180430,432_23_180430
U1496Z301,U1496Z1,1,1322_23_180430,432_24_180430
U1496Z301,U1496Z2,1,1322_80_180430,432_25_180430
U1496Z301,U1496Z1,1,1322_82_180430,432_26_180430
U2432Z301,U2432Z1,1,1309_9_180430,432_27_180430
U1496Z301,U1496Z1,1,1322_49_180430,432_29_180514
U1496Z301,U1496Z1,1,1322_13_180430,432_31_180514
U1496Z301,U1496Z1,1,1322_15_180430,432_33_180514
U1496Z301,U1496Z1,1,1322_51_180430,432_35_180514
U2432Z301,U2432Z1,1,1309_117_180430,432_36_180509
U1496Z301,U1496Z1,1,1322_19_180430,432_37_180430
U1496Z301,U1496Z1,1,1322_33_180430,432_40_180430
U1496Z301,U1496Z1,1,1322_78_180430,432_42_180430
U1496Z301,U1496Z2,1,1322_70_180430,432_43_180430
U1496Z301,U1496Z2,1,1322_43_180430,432_45_180430
U1496Z301,U1496Z1,1,1322_9_180430,432_46_180430
U1496Z301,U1496Z2,1,1322_23_180430,432_47_180430
U1496Z301,U1496Z1,1,1322_59_180430,432_48_180430
U1496Z301,U1496Z2,1,1322_35_180430,432_49_180430
U1496Z301,U1496Z1,1,1322_47_180430,432_50_180512
U1496Z301,U1496Z2,1,1322_19_180430,432_55_180430
U1496Z301,U1496Z2,1,1322_21_180430,432_56_180430
U1496Z301,U1496Z1,1,1322_76_180430,432_57_180430
U1496Z301,U1496Z2,1,1322_78_180430,432_58_180430
U1496Z301,U1496Z1,1,1322_53_180430,432_59_180430
U1496Z301,U1496Z2,1,1322_55_180430,432_60_180430
U1496Z301,U1496Z1,1,1322_72_180430,432_61_180430
U1496Z301,U1496Z2,1,1322_9_180430,432_62_180430
U1496Z301,U1496Z1,1,1322_11_180430,432_63_180430
U1496Z301,U1496Z1,1,1322_25_180430,432_64_180430
U2432Z301,U2432Z1,1,1309_119_180430,432_65_180430
U1496Z301,U1496Z1,1,1322_57_180430,432_66_180430
U1496Z301,U1496Z2,1,1322_74_180430,432_67_180430
U1496Z301,U1496Z1,1,1322_61_180430,432_68_180430
U1496Z301,U1496Z1,1,1322_37_180430,432_70_180430
U1496Z301,U1496Z2,1,1322_7_180430,432_72_180430
U1496Z301,U1496Z1,1,1322_7_180430,432_77_180430
U1496Z301,U1496Z1,1,1322_21_180430,432_78_180430
U1496Z301,U1496Z2,1,1322_53_180430,432_79_180430
U1496Z301,U1496Z1,1,1322_55_180430,432_80_180430
U1496Z301,U1496Z1,1,1322_31_180430,432_82_180430
U1496Z301,U1496Z2,1,1322_57_180430,432_83_180430
U1496Z301,U1496Z1,1,1322_35_180430,432_84_180430
U1496Z301,U1496Z2,1,1322_47_180430,432_85_180514
U1496Z301,U1496Z2,1,1322_85_180501,432_74_180501
U1496Z301,U1496Z1,1,1322_29_180430,432_88_180501
U1496Z301,U1496Z2,1,1322_5_180430,432_89_180501
U1496Z301,U1496Z2,1,1322_76_180430,432_139_180505
U1496Z301,U1496Z1,1,1322_78_180430,432_91_180512
U1496Z301,U1496Z2,1,1322_70_180430,432_140_180505
U1496Z301,U1496Z2,1,1322_43_180430,432_141_180609
U1496Z301,U1496Z1,1,1322_45_180430,432_94_180501
U1496Z301,U1496Z2,1,1322_23_180430,432_142_180609
U1496Z301,U1496Z2,1,1322_57_180430,432_96_180501
U1496Z301,U1496Z1,1,1322_59_180430,432_97_180501
U1496Z301,U1496Z2,1,1322_35_180430,432_49_180512
U1496Z301,U1496Z1,1,1322_49_180430,432_29_180512
U1496Z301,U1496Z1,1,1322_13_180430,432_31_180512
U1496Z301,U1496Z1,1,1322_84_180501,432_98_180512
U1496Z301,U1496Z2,1,1322_39_180430,432_101_180501
U1496Z301,U1496Z1,1,1322_41_180430,432_102_180512
U1496Z301,U1496Z2,1,1322_19_180430,432_55_180505
U1496Z301,U1496Z1,1,1322_21_180430,432_78_180512
U1496Z301,U1496Z2,1,1322_53_180430,432_151_180505
U1496Z301,U1496Z1,1,1322_55_180430,432_80_180512
U1496Z301,U1496Z2,1,1322_31_180430,432_152_180609
U1496Z301,U1496Z1,1,1322_33_180430,432_106_180512
U1496Z301,U1496Z2,1,1322_9_180430,432_153_180609
U1496Z301,U1496Z1,1,1322_11_180430,432_63_180501
U1496Z301,U1496Z2,1,1322_80_180430,432_108_180609
U1496Z301,U1496Z2,1,1322_74_180430,432_67_180501
U1496Z301,U1496Z1,1,1322_61_180430,432_109_180501
U1496Z301,U1496Z1,1,1322_39_180430,432_111_180501
U1496Z301,U1496Z1,1,1322_5_180430,432_113_180512
U1496Z301,U1496Z1,1,1322_19_180430,432_115_180512
U1496Z301,U1496Z1,1,1322_76_180430,432_117_180512
U1496Z301,U1496Z1,1,1322_53_180430,432_119_180512
U1496Z301,U1496Z1,1,1322_70_180430,432_121_180512
U1496Z301,U1496Z1,1,1322_31_180430,432_123_180512
U1496Z301,U1496Z1,1,1322_43_180430,432_125_180501
U1496Z301,U1496Z1,1,1322_9_180430,432_127_180501
U1496Z301,U1496Z1,1,1322_23_180430,432_129_180501
U1496Z301,U1496Z1,1,1322_80_180430,432_131_180501
U1496Z301,U1496Z1,1,1322_57_180430,432_133_180501
U1496Z301,U1496Z1,1,1322_74_180430,432_135_180501
U1496Z301,U1496Z1,1,1322_35_180430,432_137_180512
U1496Z301,U1496Z2,1,1322_47_180430,432_138_180512
U2432Z301,U2432Z1,1,1309_32_180430,432_187_180615
U2432Z301,U2432Z1,1,1309_7_180430,432_193_180615
U2432Z301,U2432Z1,1,1309_9_180430,432_195_180615
U2432Z301,U2432Z1,1,1309_117_180430,432_200_180615
U2432Z301,U2432Z1,1,1309_119_180430,432_213_180615
U1442Z302,U1442Z2,1,1301_23_180430,433_7_180430
U1497Z1,U1497Z1,1,398_60_180509,433_7_180430
U1434Z1,U1434Z2,1,398_14_180509,433_12_180430
U1442Z302,U1442Z2,1,1301_50_180430,433_13_180430
U1434Z1,U1434Z2,1,398_4_180509,433_14_180430
U1434Z1,U1434Z1,1,398_42_180509,433_17_180430
U1434Z1,U1434Z2,1,398_20_180509,433_20_180430
U1434Z2,U1434Z2,1,433_22_180430,433_22_180430
U1434Z1,U1434Z2,1,398_18_180509,433_25_180430
U1442Z302,U1442Z2,1,1301_64_180430,433_26_180430
U1497Z1,U1497Z1,1,398_44_180509,433_26_180430
U1442Z302,U1442Z2,1,1301_79_180430,433_27_180430
U1497Z1,U1497Z1,1,398_34_180509,433_27_180430
U1442Z302,U1442Z2,1,1301_10_180430,433_30_180430
U1434Z1,U1434Z1,1,398_4_180509,433_30_180430
U1496Z301,U1496Z2,1,1322_9_180430,434_1_180430
U2973Z302,U2973Z8,1,1223_6_180430,434_1_180430
U1496Z301,U1496Z1,1,1322_72_180430,434_3_180430
U1496Z301,U1496Z1,1,1322_76_180430,434_7_180430
U1496Z301,U1496Z2,1,1322_31_180430,434_8_180430
U2973Z302,U2973Z8,1,1223_12_180430,434_8_180430
U1496Z301,U1496Z1,1,1322_11_180430,434_9_180430
U1496Z301,U1496Z2,1,1322_80_180430,434_10_180430
U1496Z301,U1496Z1,1,1322_82_180430,434_12_180430
U1496Z301,U1496Z2,1,1322_74_180430,434_13_180430
U1496Z301,U1496Z2,1,1322_19_180430,434_16_180430
U2973Z302,U2973Z8,1,1223_10_180430,434_16_180430
U1496Z301,U1496Z1,1,1322_7_180430,434_17_180501
U1496Z301,U1496Z2,1,1322_76_180430,434_23_180603
U1496Z301,U1496Z1,1,1322_72_180430,434_19_180501
U1496Z301,U1496Z2,1,1322_43_180430,434_20_180603
U1496Z301,U1496Z1,1,1322_25_180430,434_21_180501
U1496Z301,U1496Z2,1,1322_57_180430,434_22_180603
U1496Z301,U1496Z2,1,1322_43_180430,434_24_180610
U1496Z301,U1496Z2,1,1322_9_180430,434_1_180611
