stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,platform_code
U50S1,"Budějovická",50.04441,14.44879,"P","https://pid.cz/zastavkova-tabla?stop=Budějovická",1,,1,
U52S1,"Chodov",50.03162,14.49088,"P","https://pid.cz/zastavkova-tabla?stop=Chodov",1,,1,
U75S1,"Kolbenova",50.11040,14.51640,"P","https://pid.cz/zastavkova-tabla?stop=Kolbenova",1,,1,
U78S1,"Ládví",50.12666,14.46943,"P","https://pid.cz/zastavkova-tabla?stop=Ládví",1,,1,
U100S1,"Vltavská",50.10030,14.43849,"P","https://pid.cz/zastavkova-tabla?stop=Vltavská",1,,1,
U100S2,"Praha-Bubny Vltavská",50.09933,14.43972,"P","https://pid.cz/zastavkova-tabla?stop=Praha-Bubny Vltavská",1,,2,
U106S1,"Opatov",50.02789,14.50919,"P","https://pid.cz/zastavkova-tabla?stop=Opatov",1,,2,
U115S1,"Nádraží Holešovice",50.10892,14.44007,"P","https://pid.cz/zastavkova-tabla?stop=Nádraží Holešovice",1,,1,
U115S2,"Praha-Holešovice",50.11053,14.43977,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Holešovice",1,,1,
U118S1,"Flora",50.07828,14.46259,"P","https://pid.cz/zastavkova-tabla?stop=Flora",1,,2,
U135S1,"Hloubětín",50.10669,14.53639,"P","https://pid.cz/zastavkova-tabla?stop=Hloubětín",1,,1,
U142S1,"Hlavní nádraží",50.08351,14.43414,"P","https://pid.cz/zastavkova-tabla?stop=Hlavní nádraží",1,,1,
U142S2,"Praha hl.n.",50.08310,14.43619,"P","https://pid.cz/zastavkova-tabla?stop=Praha hlavní nádraží",1,,1,
U157S1,"Bořislavka",50.09834,14.36283,"P","https://pid.cz/zastavkova-tabla?stop=Bořislavka",1,,1,
U163S1,"Hradčanská",50.09744,14.40316,"P","https://pid.cz/zastavkova-tabla?stop=Hradčanská",1,,2,
U163S2,"Praha-Dejvice",50.09698,14.39968,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Dejvice",1,,2,
U190S1,"I. P. Pavlova",50.07433,14.43031,"P","https://pid.cz/zastavkova-tabla?stop=I. P. Pavlova",1,,1,
U209S1,"Jiřího z Poděbrad",50.07772,14.45075,"P","https://pid.cz/zastavkova-tabla?stop=Jiřího z Poděbrad",1,,2,
U228S1,"Kačerov",50.04184,14.45931,"P","https://pid.cz/zastavkova-tabla?stop=Kačerov",1,,2,
U228S2,"Praha-Kačerov",50.04172,14.46181,"P","https://pid.cz/zastavkova-tabla?stop=Praha-Kačerov",1,,1,
U237S1,"Karlovo náměstí",50.07459,14.41698,"P","https://pid.cz/zastavkova-tabla?stop=Karlovo náměstí",1,,2,
U258S1,"Lužiny",50.04450,14.33044,"P","https://pid.cz/zastavkova-tabla?stop=Lužiny",1,,1,
U286S1,"Háje",50.03078,14.52697,"P","https://pid.cz/zastavkova-tabla?stop=Háje",1,,1,
U306S1,"Nemocnice Motol",50.07517,14.34110,"P","https://pid.cz/zastavkova-tabla?stop=Nemocnice Motol",1,,1,
U321S1,"Dejvická",50.10047,14.39317,"P","https://pid.cz/zastavkova-tabla?stop=Dejvická",1,,1,
U332S1,"Střížkov",50.12683,14.48846,"P","https://pid.cz/zastavkova-tabla?stop=Střížkov",1,,1,
U360S1,"Malostranská",50.09172,14.40921,"P","https://pid.cz/zastavkova-tabla?stop=Malostranská",1,,2,
U385S1,"Pankrác",50.05103,14.43968,"P","https://pid.cz/zastavkova-tabla?stop=Pankrác",1,,1,
U400S1,"Muzeum - A",50.07946,14.43129,"P","https://pid.cz/zastavkova-tabla?stop=Muzeum",1,,1,
U400S2,"Muzeum - C",50.08021,14.43142,"P","https://pid.cz/zastavkova-tabla?stop=Muzeum",1,,1,
U458S1,"Smíchovské nádraží",50.06131,14.40911,"P","https://pid.cz/zastavkova-tabla?stop=Smíchovské nádraží",1,,2,
U458S2,"Praha-Smíchov",50.06131,14.40813,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Smíchov",1,,2,
U458S3,"Praha-Smíchov sev.n.",50.06282,14.40666,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Smíchov severní nást.",1,,2,
U462S1,"Nádraží Veleslavín",50.09593,14.34927,"P","https://pid.cz/zastavkova-tabla?stop=Nádraží Veleslavín",1,,1,
U462S2,"Praha-Veleslavín",50.09499,14.34619,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Veleslavín",1,,2,
U474S1,"Vysočanská",50.11007,14.50108,"P","https://pid.cz/zastavkova-tabla?stop=Vysočanská",1,,1,
U474S2,"Praha-Vysočany",50.11235,14.49736,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Vysočany",1,,2,
U476S1,"Náměstí Míru",50.07531,14.43978,"P","https://pid.cz/zastavkova-tabla?stop=Náměstí Míru",1,,2,
U480S1,"Náměstí Republiky",50.08883,14.43060,"P","https://pid.cz/zastavkova-tabla?stop=Náměstí Republiky",1,,2,
U480S2,"Praha Masarykovo nádr.",50.08794,14.43374,"P","https://pid.cz/zastavkova-tabla?stop=Praha Masarykovo nádr.",1,,2,
U507S1,"Petřiny",50.08684,14.34494,"P","https://pid.cz/zastavkova-tabla?stop=Petřiny",1,,1,
U510S1,"Českomoravská",50.10616,14.49169,"P","https://pid.cz/zastavkova-tabla?stop=Českomoravská",1,,2,
U527S1,"Vyšehrad",50.06314,14.43052,"P","https://pid.cz/zastavkova-tabla?stop=Vyšehrad",1,,2,
U529S1,"Palmovka",50.10398,14.47480,"P","https://pid.cz/zastavkova-tabla?stop=Palmovka",1,,1,
U539S1,"Národní třída",50.07975,14.42029,"P","https://pid.cz/zastavkova-tabla?stop=Národní třída",1,,1,
U597S1,"Pražského povstání",50.05686,14.43331,"P","https://pid.cz/zastavkova-tabla?stop=Pražského povstání",1,,2,
U601S1,"Roztyly",50.03767,14.47674,"P","https://pid.cz/zastavkova-tabla?stop=Roztyly",1,,1,
U602S1,"Nové Butovice",50.05084,14.35215,"P","https://pid.cz/zastavkova-tabla?stop=Nové Butovice",1,,1,
U603S1,"Prosek",50.11891,14.49882,"P,0","https://pid.cz/zastavkova-tabla?stop=Prosek",1,,1,
U655S1,"Invalidovna",50.09680,14.46315,"P","https://pid.cz/zastavkova-tabla?stop=Invalidovna",1,,2,
U675S1,"Kobylisy",50.12412,14.45425,"P","https://pid.cz/zastavkova-tabla?stop=Kobylisy",1,,1,
U685S1,"Jinonice",50.05421,14.36991,"P","https://pid.cz/zastavkova-tabla?stop=Jinonice",1,,2,
U685S2,"Praha-Jinonice",50.05515,14.37771,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Jinonice",1,,2,
U689S1,"Florenc - B",50.09048,14.43765,"P","https://pid.cz/zastavkova-tabla?stop=Florenc",1,,1,
U689S2,"Florenc - C",50.09003,14.43917,"P","https://pid.cz/zastavkova-tabla?stop=Florenc",1,,1,
U703S1,"Staroměstská",50.08820,14.41767,"P","https://pid.cz/zastavkova-tabla?stop=Staroměstská",1,,2,
U713S1,"Strašnická",50.07307,14.49051,"P","https://pid.cz/zastavkova-tabla?stop=Strašnická",1,,1,
U758S1,"Křižíkova",50.09255,14.45134,"P","https://pid.cz/zastavkova-tabla?stop=Křižíkova",1,,2,
U818S1,"Rajská zahrada",50.10685,14.56050,"P","https://pid.cz/zastavkova-tabla?stop=Rajská zahrada",1,,1,
U897S1,"Černý Most",50.10897,14.57683,"P","https://pid.cz/zastavkova-tabla?stop=Černý Most",1,,1,
U921S1,"Želivského",50.07828,14.47548,"P","https://pid.cz/zastavkova-tabla?stop=Želivského",1,,2,
U953S1,"Skalka",50.06843,14.50786,"P","https://pid.cz/zastavkova-tabla?stop=Skalka",1,,1,
U957S1,"Radlická",50.05812,14.38776,"P","https://pid.cz/zastavkova-tabla?stop=Radlická",1,,2,
U1000S1,"Letňany",50.12653,14.51598,"P,0","https://pid.cz/zastavkova-tabla?stop=Letňany",1,,1,
U1007S1,"Luka",50.04567,14.32134,"P","https://pid.cz/zastavkova-tabla?stop=Luka",1,,1,
U1040S1,"Anděl",50.07001,14.40422,"P","https://pid.cz/zastavkova-tabla?stop=Anděl",1,,1,
U1071S1,"Depo Hostivař",50.07553,14.51538,"P","https://pid.cz/zastavkova-tabla?stop=Depo Hostivař",1,,1,
U1072S1,"Můstek - A",50.08353,14.42456,"P","https://pid.cz/zastavkova-tabla?stop=Můstek",1,,1,
U1072S2,"Můstek - B",50.08341,14.42339,"P","https://pid.cz/zastavkova-tabla?stop=Můstek",1,,1,
U1140S1,"Stodůlky",50.04670,14.30654,"P","https://pid.cz/zastavkova-tabla?stop=Stodůlky",1,,1,
U1141S1,"Zličín",50.05324,14.29098,"P","https://pid.cz/zastavkova-tabla?stop=Zličín",1,,1,
U1154S1,"Hůrka",50.05001,14.34279,"P","https://pid.cz/zastavkova-tabla?stop=Hůrka",1,,1,
U126S1,"Praha-Podbaba",50.11281,14.39475,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Podbaba",1,,1,
U134S1,"Praha-Libeň",50.10079,14.50166,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Libeň",1,,1,
U388S1,"Praha-Modřany zast.",50.00394,14.40309,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Modřany zastávka",1,,2,
U449S1,"Praha-Braník",50.02802,14.40699,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Braník",1,,1,
U453S1,"Praha-Hostivař",50.05496,14.53823,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Hostivař",1,,1,
U459S1,"Praha-Strašnice zast.",50.06756,14.49082,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Strašnice zastávka",1,,2,
U463S1,"Praha-Vršovice",50.06452,14.44767,"P","https://pid.cz/zastavkova-tabla?stop=Praha-Vršovice",1,,2,
U612S1,"Praha-Zličín",50.06414,14.29782,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Zličín",1,,2,
U146S1,"Praha-Hlubočepy",50.04070,14.39386,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Hlubočepy",1,,1,
U280S1,"Praha-Komořany",49.99096,14.40442,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Komořany",1,,1,
U448S1,"Praha-Běchovice",50.08220,14.59803,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Běchovice",1,,2,
U452S1,"Praha-Horní Počernice",50.11669,14.61269,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Horní Počernice",1,,2,
U456S1,"Praha-Radotín",49.98587,14.36406,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Radotín",1,,2,
U457S1,"Praha-Satalice",50.12296,14.57090,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Satalice",1,,2,
U461S1,"Praha-Uhříněves",50.03350,14.59171,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Uhříněves",1,,1,
U705S1,"Praha-Velká Chuchle",50.00716,14.38820,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Velká Chuchle",1,,2,
U801S1,"Praha-Dolní Počernice",50.08828,14.56930,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Dolní Počernice",1,,1,
U1048S1,"Praha-Krč",50.03418,14.44597,"P","https://pid.cz/zastavkova-tabla?stop=Praha-Krč",1,,2,
U1069S1,"Praha-Horní Měcholupy",50.04802,14.56557,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Horní Měcholupy",1,,1,
U1085S1,"Praha-Řeporyje",50.03251,14.30830,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Řeporyje",1,,1,
U1166S1,"Praha-Ruzyně",50.08422,14.31216,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Ruzyně",1,,2,
U1187S1,"Zbuzany",50.02630,14.28062,"1","https://pid.cz/zastavkova-tabla?stop=Zbuzany",1,,1,
U1305S1,"Neratovice",50.26268,14.51751,"2","https://pid.cz/zastavkova-tabla?stop=Neratovice",1,,2,
U1381S1,"Praha-Sedlec",50.13205,14.39430,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Sedlec",1,,1,
U2000S1,"Praha-Kbely",50.13483,14.55581,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Kbely",1,,2,
U2095S1,"Roztoky u Prahy",50.15968,14.39844,"1","https://pid.cz/zastavkova-tabla?stop=Roztoky u Prahy",1,,1,
U2276S1,"Praha-Běchovice střed",50.08363,14.61558,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Běchovice střed",1,,1,
U3212S1,"Praha-Čakovice",50.14904,14.51913,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Čakovice",1,,2,
U454S1,"Praha-Klánovice",50.08717,14.66400,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Klánovice",1,,1,
U465S1,"Praha-Zbraslav",49.97054,14.39971,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Zbraslav",1,,2,
U1051S1,"Praha-Kyje",50.09756,14.54317,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Kyje",1,,1,
U1093S1,"Zeleneč",50.13024,14.66492,"1","https://pid.cz/zastavkova-tabla?stop=Zeleneč (vlak)",1,,2,
U1175S1,"Praha-Kolovraty",50.01395,14.62579,"B","https://pid.cz/zastavkova-tabla?stop=Praha-Kolovraty",1,,1,
U1246S1,"Kostelec nad Labem",50.22108,14.58072,"2","https://pid.cz/zastavkova-tabla?stop=Kostelec nad Labem",1,,2,
U1333S1,"Kostomlaty nad Labem",50.18592,14.96211,"5","https://pid.cz/zastavkova-tabla?stop=Kostomlaty nad Labem",1,,2,
U1383S1,"Čerčany",49.85080,14.70175,"4","https://pid.cz/zastavkova-tabla?stop=Čerčany",1,,1,
U1384S1,"Benešov u Prahy",49.77950,14.68283,"5","https://pid.cz/zastavkova-tabla?stop=Benešov u Prahy",1,,2,
U1442S1,"Pečky",50.08984,15.02729,"5","https://pid.cz/zastavkova-tabla?stop=Pečky",1,,2,
U1450S1,"Poříčany",50.11120,14.92228,"4","https://pid.cz/zastavkova-tabla?stop=Poříčany",1,,2,
U1466S1,"Dřísy",50.24276,14.63445,"4","https://pid.cz/zastavkova-tabla?stop=Dřísy (vlak)",1,,2,
U1477S1,"Mnetěš",50.35990,14.27607,"5","https://pid.cz/zastavkova-tabla?stop=Mnetěš",1,,2,
U1478S1,"Praha-Holyně",50.03284,14.34855,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Holyně",1,,2,
U1480S1,"Praha-Žvahov",50.04568,14.40243,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Žvahov",1,,2,
U1482S1,"Praha-Cibulka",50.06458,14.36218,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Cibulka",1,,2,
U1483S1,"Praha-Stodůlky",50.06221,14.34611,"0","https://pid.cz/zastavkova-tabla?stop=Praha-Stodůlky",1,,2,
U1496S1,"Milovice",50.22895,14.88156,"4","https://pid.cz/zastavkova-tabla?stop=Milovice",1,,1,
U1553S1,"Pyšely",49.86088,14.69776,"4","https://pid.cz/zastavkova-tabla?stop=Pyšely",1,,1,
U1554S1,"Senohraby",49.89703,14.72771,"3","https://pid.cz/zastavkova-tabla?stop=Senohraby",1,,1,
U1587S1,"Luka pod Medníkem",49.86492,14.46263,"3","https://pid.cz/zastavkova-tabla?stop=Luka pod Medníkem",1,,1,
U1592S1,"Mrač",49.83109,14.69813,"5","https://pid.cz/zastavkova-tabla?stop=Mrač",1,,1,
U1593S1,"Týnec nad Sázavou",49.83415,14.59297,"4","https://pid.cz/zastavkova-tabla?stop=Týnec nad Sázavou",1,,1,
U1595S1,"Čtyřkoly",49.86867,14.71437,"3","https://pid.cz/zastavkova-tabla?stop=Čtyřkoly",1,,1,
U1610S1,"Úvaly",50.07512,14.72253,"1","https://pid.cz/zastavkova-tabla?stop=Úvaly",1,,1,
U1616S1,"Černošice",49.95962,14.32343,"1","https://pid.cz/zastavkova-tabla?stop=Černošice",1,,2,
U1645S1,"Rudná u Prahy",50.03945,14.24269,"1","https://pid.cz/zastavkova-tabla?stop=Rudná u Prahy",1,,1,
U1650S1,"Nučice",50.02398,14.22498,"1","https://pid.cz/zastavkova-tabla?stop=Nučice (Praha-západ)",1,,1,
U1655S1,"Nučice zast.",50.01514,14.21273,"1","https://pid.cz/zastavkova-tabla?stop=Nučice zastávka",1,,1,
U1696S1,"Strančice",49.94953,14.67815,"1","https://pid.cz/zastavkova-tabla?stop=Strančice",1,,1,
U1724S1,"Bojov",49.88018,14.34877,"2","https://pid.cz/zastavkova-tabla?stop=Bojov",1,,2,
U1734S1,"Rymaně",49.85771,14.28103,"3","https://pid.cz/zastavkova-tabla?stop=Rymaně",1,,2,
U1740S1,"Středokluky",50.12519,14.25502,"1","https://pid.cz/zastavkova-tabla?stop=Středokluky (vlak)",1,,2,
U1750S1,"Čisovice",49.85817,14.31980,"3","https://pid.cz/zastavkova-tabla?stop=Čisovice (vlak)",1,,2,
U1756S1,"Měchenice",49.91095,14.38383,"1","https://pid.cz/zastavkova-tabla?stop=Měchenice (vlak)",1,,2,
U1798S1,"Mělník-Mlazice",50.37517,14.46779,"4","https://pid.cz/zastavkova-tabla?stop=Mělník-Mlazice",1,,2,
U1799S1,"Lobkovice",50.25077,14.53082,"2","https://pid.cz/zastavkova-tabla?stop=Lobkovice",1,,2,
U1800S1,"Jiřice",50.23882,14.54669,"3","https://pid.cz/zastavkova-tabla?stop=Jiřice (Mělník)",1,,2,
U1832S1,"Stará Boleslav",50.20976,14.69240,"3","https://pid.cz/zastavkova-tabla?stop=Stará Boleslav",1,,2,
U1842S1,"Nová Ves pod Pleší",49.82733,14.27018,"4","https://pid.cz/zastavkova-tabla?stop=Nová Ves pod Pleší",1,,2,
U1850S1,"Dobříš",49.79000,14.18312,"5","https://pid.cz/zastavkova-tabla?stop=Dobříš",1,,2,
U1853S1,"Dobřichovice",49.92748,14.28777,"1","https://pid.cz/zastavkova-tabla?stop=Dobřichovice",1,,2,
U1863S1,"Mirošovice u Prahy",49.91031,14.72017,"2","https://pid.cz/zastavkova-tabla?stop=Mirošovice u Prahy",1,,1,
U1928S1,"Světice",49.96988,14.65745,"1","https://pid.cz/zastavkova-tabla?stop=Světice (vlak)",1,,1,
U1936S1,"Jílové u Prahy",49.87799,14.50006,"3","https://pid.cz/zastavkova-tabla?stop=Jílové u Prahy",1,,1,
U1939S1,"Kamenný Přívoz",49.86644,14.51721,"4","https://pid.cz/zastavkova-tabla?stop=Kamenný Přívoz (vlak)",1,,2,
U1941S1,"Prosečnice",49.86365,14.53299,"4","https://pid.cz/zastavkova-tabla?stop=Prosečnice",1,,2,
U1942S1,"Brandýs nad Labem",50.18346,14.65523,"2","https://pid.cz/zastavkova-tabla?stop=Brandýs nad Labem",1,,2,
U1973S1,"Brandýs nad Labem-Zápská",50.18361,14.66498,"2","https://pid.cz/zastavkova-tabla?stop=Brandýs nad Labem-Zápská",1,,1,
U2004S1,"Vlkovec",49.87483,14.81432,"4","https://pid.cz/zastavkova-tabla?stop=Vlkovec",1,,2,
U2029S1,"Stříbrná Skalice",49.88355,14.85712,"4","https://pid.cz/zastavkova-tabla?stop=Stříbrná Skalice",1,,2,
U2033S1,"Sázava",49.87522,14.90629,"5","https://pid.cz/zastavkova-tabla?stop=Sázava",1,,2,
U2116S1,"Hostivice",50.08408,14.25838,"1","https://pid.cz/zastavkova-tabla?stop=Hostivice (vlak)",1,,2,
U2118S1,"Jeneč",50.09423,14.21191,"1","https://pid.cz/zastavkova-tabla?stop=Jeneč (vlak)",1,,2,
U2118S2,"Jeneč zast.",50.09465,14.21333,"1","https://pid.cz/zastavkova-tabla?stop=Jeneč zastávka",1,,2,
U2142S1,"Říčany",49.99753,14.66376,"1","https://pid.cz/zastavkova-tabla?stop=Říčany",1,,1,
U2154S1,"Bečváry",49.95565,15.07087,"5","https://pid.cz/zastavkova-tabla?stop=Bečváry (vlak)",1,,2,
U2210S1,"Čelákovice zast.",50.15980,14.73548,"2","https://pid.cz/zastavkova-tabla?stop=Čelákovice zastávka",1,,2,
U2214S1,"Čelákovice-Jiřina",50.16756,14.76537,"2","https://pid.cz/zastavkova-tabla?stop=Čelákovice-Jiřina",1,,1,
U2236S1,"Kralupy nad Vltavou",50.23851,14.31376,"3","https://pid.cz/zastavkova-tabla?stop=Kralupy nad Vltavou",1,,1,
U2269S1,"Český Brod",50.07668,14.86627,"3","https://pid.cz/zastavkova-tabla?stop=Český Brod",1,,2,
U2275S1,"Tuklaty",50.07700,14.77061,"1","https://pid.cz/zastavkova-tabla?stop=Tuklaty (vlak)",1,,2,
U2277S1,"Mnichovice",49.93272,14.70703,"2","https://pid.cz/zastavkova-tabla?stop=Mnichovice",1,,1,
U2278S1,"Černošice-Mokropsy",49.94623,14.33034,"1","https://pid.cz/zastavkova-tabla?stop=Černošice-Mokropsy",1,,2,
U2279S1,"Všenory",49.93284,14.30504,"1","https://pid.cz/zastavkova-tabla?stop=Všenory",1,,2,
U2280S1,"Řevnice",49.91650,14.23891,"2","https://pid.cz/zastavkova-tabla?stop=Řevnice",1,,2,
U2281S1,"Mstětice",50.13693,14.69214,"1","https://pid.cz/zastavkova-tabla?stop=Mstětice",1,,2,
U2314S1,"Klučov",50.09431,14.90376,"3","https://pid.cz/zastavkova-tabla?stop=Klučov (vlak)",1,,1,
U2337S1,"Úžice",50.25645,14.37644,"3","https://pid.cz/zastavkova-tabla?stop=Úžice (vlak)",1,,2,
U2345S1,"Kojetice u Prahy",50.23726,14.49913,"2","https://pid.cz/zastavkova-tabla?stop=Kojetice u Prahy",1,,2,
U2349S1,"Čelákovice",50.15798,14.75426,"2","https://pid.cz/zastavkova-tabla?stop=Čelákovice",1,,2,
U2366S1,"Loděnice",49.99282,14.16303,"2","https://pid.cz/zastavkova-tabla?stop=Loděnice (vlak)",1,,1,
U2373S1,"Vráž u Berouna",49.98370,14.12353,"3","https://pid.cz/zastavkova-tabla?stop=Vráž u Berouna",1,,1,
U2424S1,"Rostoklaty",50.07865,14.80504,"2","https://pid.cz/zastavkova-tabla?stop=Rostoklaty (vlak)",1,,1,
U2432S1,"Lysá nad Labem",50.19555,14.84272,"3","https://pid.cz/zastavkova-tabla?stop=Lysá nad Labem",1,,2,
U2436S1,"Tatce",50.09945,14.98476,"4","https://pid.cz/zastavkova-tabla?stop=Tatce (vlak)",1,,1,
U2447S1,"Třebestovice",50.12567,14.96077,"4","https://pid.cz/zastavkova-tabla?stop=Třebestovice",1,,1,
U2513S1,"Dolní Břežany-Jarov",49.94700,14.39708,"1","https://pid.cz/zastavkova-tabla?stop=Dolní Břežany-Jarov",1,,2,
U2514S1,"Skochovice",49.92466,14.37619,"1","https://pid.cz/zastavkova-tabla?stop=Skochovice",1,,2,
U2518S1,"Vrané nad Vltavou",49.93855,14.38116,"1","https://pid.cz/zastavkova-tabla?stop=Vrané nad Vltavou",1,,1,
U2554S1,"Mníšek pod Brdy",49.85382,14.26992,"3","https://pid.cz/zastavkova-tabla?stop=Mníšek pod Brdy",1,,2,
U2579S1,"Poděbrady",50.14956,15.12376,"6","https://pid.cz/zastavkova-tabla?stop=Poděbrady",1,,2,
U2801S1,"Ostrá",50.18785,14.89129,"4","https://pid.cz/zastavkova-tabla?stop=Ostrá (vlak)",1,,1,
U2802S1,"Stratov",50.18747,14.90778,"4","https://pid.cz/zastavkova-tabla?stop=Stratov (vlak)",1,,2,
U2804S1,"Nymburk město",50.18460,15.03343,"5","https://pid.cz/zastavkova-tabla?stop=Nymburk město",1,,2,
U2806S1,"Hořátev",50.15338,15.02953,"5","https://pid.cz/zastavkova-tabla?stop=Hořátev",1,,2,
U2807S1,"Sadská",50.13135,14.98687,"5","https://pid.cz/zastavkova-tabla?stop=Sadská (vlak)",1,,2,
U2809S1,"Hostouň u Prahy",50.10489,14.20931,"1","https://pid.cz/zastavkova-tabla?stop=Hostouň u Prahy",1,,2,
U2810S1,"Dobrovíz",50.11058,14.21950,"1","https://pid.cz/zastavkova-tabla?stop=Dobrovíz (vlak)",1,,2,
U2811S1,"Hovorčovice",50.18052,14.52768,"1","https://pid.cz/zastavkova-tabla?stop=Hovorčovice (vlak)",1,,2,
U2812S1,"Měšice u Prahy",50.20453,14.51359,"1","https://pid.cz/zastavkova-tabla?stop=Měšice u Prahy",1,,2,
U2813S1,"Zlonín",50.21485,14.50757,"1","https://pid.cz/zastavkova-tabla?stop=Zlonín (vlak)",1,,2,
U2814S1,"Tišice",50.26778,14.55727,"3","https://pid.cz/zastavkova-tabla?stop=Tišice (vlak)",1,,2,
U2815S1,"Všetaty",50.28212,14.58512,"4","https://pid.cz/zastavkova-tabla?stop=Všetaty (vlak)",1,,2,
U2816S1,"Kolín",50.02525,15.21459,"6","https://pid.cz/zastavkova-tabla?stop=Kolín",1,,1,
U2818S1,"Nová Ves u Kolína",50.05497,15.15084,"6","https://pid.cz/zastavkova-tabla?stop=Nová Ves u Kolína",1,,2,
U2819S1,"Velim",50.06770,15.12440,"5","https://pid.cz/zastavkova-tabla?stop=Velim",1,,2,
U2820S1,"Tuchoměřice",50.13638,14.26835,"1","https://pid.cz/zastavkova-tabla?stop=Tuchoměřice",1,,2,
U2821S1,"Roztoky-Žalov",50.16791,14.36441,"1","https://pid.cz/zastavkova-tabla?stop=Roztoky-Žalov",1,,1,
U2822S1,"Úholičky",50.17011,14.35187,"1","https://pid.cz/zastavkova-tabla?stop=Úholičky (vlak)",1,,2,
U2823S1,"Řež",50.17918,14.35529,"1","https://pid.cz/zastavkova-tabla?stop=Řež",1,,1,
U2824S1,"Libčice nad Vltavou-Letky",50.18916,14.37261,"2","https://pid.cz/zastavkova-tabla?stop=Libčice nad Vltavou-Letky",1,,1,
U2825S1,"Libčice nad Vltavou",50.19937,14.36502,"2","https://pid.cz/zastavkova-tabla?stop=Libčice nad Vltavou",1,,1,
U2826S1,"Dolany nad Vltavou",50.22436,14.34892,"2","https://pid.cz/zastavkova-tabla?stop=Dolany nad Vltavou",1,,1,
U2827S1,"Nelahozeves zámek",50.26301,14.30255,"3","https://pid.cz/zastavkova-tabla?stop=Nelahozeves zámek",1,,2,
U2828S1,"Nelahozeves",50.28350,14.30882,"3","https://pid.cz/zastavkova-tabla?stop=Nelahozeves (vlak)",1,,2,
U2829S1,"Nové Ouholice",50.30224,14.31687,"4","https://pid.cz/zastavkova-tabla?stop=Nové Ouholice",1,,1,
U2830S1,"Mlčechvosty",50.31911,14.34757,"4","https://pid.cz/zastavkova-tabla?stop=Mlčechvosty",1,,1,
U2831S1,"Vraňany",50.33520,14.37170,"4","https://pid.cz/zastavkova-tabla?stop=Vraňany (vlak)",1,,2,
U2833S1,"Noutonice",50.16003,14.27800,"2","https://pid.cz/zastavkova-tabla?stop=Noutonice",1,,2,
U2835S1,"Pavlov",50.09502,14.16580,"2","https://pid.cz/zastavkova-tabla?stop=Pavlov",1,,2,
U2836S1,"Unhošť",50.10528,14.13618,"2","https://pid.cz/zastavkova-tabla?stop=Unhošť",1,,2,
U2837S1,"Kladno",50.12778,14.11333,"3","https://pid.cz/zastavkova-tabla?stop=Kladno",1,,2,
U2838S1,"Hostivice-Litovice",50.07169,14.22461,"1","https://pid.cz/zastavkova-tabla?stop=Hostivice-Litovice",1,,2,
U2839S1,"Kováry",50.18945,14.24547,"3","https://pid.cz/zastavkova-tabla?stop=Kováry",1,,2,
U2840S1,"Kladno-Rozdělov",50.13169,14.06709,"3","https://pid.cz/zastavkova-tabla?stop=Kladno-Rozdělov",1,,2,
U2841S1,"Kamenné Žehrovice",50.14020,14.03813,"4","https://pid.cz/zastavkova-tabla?stop=Kamenné Žehrovice",1,,2,
U2842S1,"Zákolany zast.",50.19701,14.25008,"3","https://pid.cz/zastavkova-tabla?stop=Zákolany zastávka",1,,2,
